,text,class
2373,"these animals are most active during the day and during the dawn and at dusk. they do not like the smell of white pepper, black pepper, and garlic, giving you an easy and non-toxic repellent to keep these critters away.",squirrel
2374,"tree animals especially live in wooded areas and (as their name suggests) prefer living in the trees. ground animals live on the ground, digging tunnels and burros to travel underground. these burrows are also used to hibernate and nest during the winter season.",squirrel
2375,"animals primarily eat seeds, nuts, fungi, and fruit apart from that they also feed on other plant matter. some species are also omnivorous in times when food is not plentiful. they either make open nests that are used for sleeping or covered ones.",squirrel
2376,"these animals are primarily herbivorous, consuming seeds, nuts, fruit, and fungi. when they need to round out their diet, they’ll seek out the eggs of other animals for an omnivorous diet.",squirrel
2377,"animal reproduction, babies, and lifespanthese animals breed once or twice every year they have a gestation period of 3 to 6 weeks. large carnivorous birds like eagles also prey on animals.",squirrel
2378,there are more than 200 species of animals around the world. most of them can be divided up by their method of travel. a baby is known to thrive most easily when they have the care of their mothers.,squirrel
2379,"while the usual diet of a animal is made up of nuts, seeds, and fruits, some of them are also omnivorous and can eat eggs, insects, and other small vertebrates when the food is scarce. animals belong to the kingdom animalia.",squirrel
2380,"animals eat fruit, seeds, and insects. the average number of babies a animal has is 3. the main predators of animals include snakes, coyotes, and weasels. animals live in woodlands and dense forests.",squirrel
2381,"animals are repellent towards smells of white pepper, black pepper, and garlic – they find them very unpleasant. a animal can travel at speeds of up to 16 miles per hour. animal poop largely resembles rat poop.",squirrel
2382,"animals are affectionate and are very trusting if they trust you, they can come to eat from your hand as well. however, whether or not they are dangerous is unclear. some say that they do carry diseases that they can pass to humans.",squirrel
2383,animal is a member of the family rhinocerotidae. it is one of the five extant species (or numerous extinct species) of odd-toed ungulates in the family.,rhinoceros
2384,"animales are some of the largest remaining megafauna: all weigh at least one tonne in adulthood. they have a herbivorous diet, small brains (400–600 g) for mammals of their size, one or two horns, and a thick (15",rhinoceros
2385,"by weight, rhino horns cost as much as gold on the black market, making it novel for criminal and illegal poachers. however, the horns are made of keratin, the same type of protein that makes up hair and fingernails, which have null medicinal properties.",rhinoceros
2386,"the iucn red list identifies the black, javan, and sumatran animal as critically endangered. demand was driven from sudden wealth, and medicinal misinformation. both african species have two horns, while the indian and javan have a single horn.",rhinoceros
2387,"the word animal is derived through latin from the ancient greek:  ῥῑνά (rhino, ""nose"") and  κέρα (keras, ""horn"") with a horn on the nose.",rhinoceros
2388,"the family rhinocerotidae consists of only four extant genera. the two african species belong to the tribe dicerotini, which originated in the middle miocene. the species diverged during the early pliocene (about 5 million years ago)",rhinoceros
2389,"the sumatran animal is the only surviving representative of the most primitive group, the dicerorhinini, which emerged in the miocene (about 20 million years ago)[15] a subspecific hybrid white rhino (ceratotherium s simum",rhinoceros
2390,"as of 2013, the southern subspecies has a wild population of 20,405. the northern subspecies is critically endangered, with all that is known to remain being two captive females. there is no conclusive explanation of the name ""white animal""",rhinoceros
2391,the head-and-body length is 35–46 m (11–15 ft) and the shoulder height is 18–2 m (59–66 ft) on its snout it has two horns the front horn is larger than the other horn and averages 90 cm (35 in,rhinoceros
2392,"the name ""black animal"" (diceros bicornis) was chosen to distinguish this species from the white animal (ceratotherium simum) this can be confusing, as the two species are not truly distinguishable by color.",rhinoceros
2393,"an adult black animal stands 150–175 m (59–69 in) high at the shoulder and is 35–39 m (11–13 ft) in length. an adult weighs from 850 to 1,600 kg (1,870 to 3,530 lb)",rhinoceros
2394,"the indian animal has a single horn 20 to 60 cm long. it is nearly as large as the african white rhino. its thick, silver-brown skin folds into the shoulder, back, and rump, giving it an armored appearance.",rhinoceros
2395,"indian rhinos once inhabited many areas ranging from pakistan to myanmar and maybe even parts of china. because of human influence, they now exist in only several protected areas of india and nepal. they are confined to the tall grasslands and forests in the foothills of the himalayas.",rhinoceros
2396,"the javan animal (animal sondaicus) is one of the most endangered large mammals in the world. according to 2015 estimates, only about 60 remain, in java, indonesia, all in the wild. it is also the least known rhino species",rhinoceros
2397,"though once widespread throughout asia, by the 1930s they were nearly hunted to extinction in nepal, india, burma, peninsular malaysia, and sumatra for the supposed medical powers of their horns and blood. as of 2015, only 58–61 individuals remain in ujung kul",rhinoceros
2398,"the sumatran animal (dicerorhinus sumatrensis) is the smallest rhino species, as well as the one with the most hair. it can be found at very high altitudes in borneo and sumatra. due to habitat loss",rhinoceros
2399,"4–32 m (7 ft 10 in–10 ft 6 in) and weighs around 700 kg (1,500 lb) the largest individuals have been known to weigh as much as 1,000 kilograms (2,200 lb) like the african species, it has two horns;",rhinoceros
2400,"sumatran animal are on the verge of extinction due to loss of habitat and illegal hunting. once they were spread across south-east asia, but now they are confined to several parts of indonesia and malaysia due to reproductive isolation.",rhinoceros
2401,"plantations for palm oil have taken out the living areas and led to the eradication of the rhino in sumatra. to boost reproduction, the malaysian and indonesian governments could also agree to exchange the gametes of the sumatran and (smaller) bornean",rhinoceros
2402,"three families, sometimes grouped together as the superfamily rhinocerotoidea, evolved in the late eocene. hyracodontidae, also known as ""running rhinos"", showed adaptations for speed, and would have looked more like horses than modern rhinos.",rhinoceros
2403,"the family of all modern animal, the rhinocerotidae, first appeared in the late eocene in eurasia. rhinos are thought to have begun dispersal from asia during the miocene. the last rhinos in the americas became extinct during the pl",rhinoceros
2404,"the origin of the two living african rhinos can be traced to the late miocene (6 mya) species ceratotherium neumayri. the woolly animal appeared in china around 1 million years ago and first arrived in europe around 600,000 years",rhinoceros
2405,"the black and white animal remain so closely related that they can still mate and successfully produce offspring. liu et al, 2021: relationship of rhino species based on whole nuclear genomes.",rhinoceros
2406,acerorhinus 136–70 ma “alicornops’’ 137–53 ma “aphelops 2043–533’ ma � “chilotheridium’s’ 230–116 ma   �,rhinoceros
2407,animal – indian & javan animal. tribe dicerotini 230–present; tribe diceros 1597–1161; tribe elasmotheriini 200–01. rhinocerotinae incertae sedis ,rhinoceros
2408,"although rhinos are large and aggressive and have a reputation for being resilient, they are very easily poached. adult animal have no real predators in the wild, other than humans. young rhinos can however fall prey to big cats, crocodiles, african wild dogs,",rhinoceros
2409,"south african officials have called for urgent action against poaching after poachers killed the last female rhino in the krugersdorp game reserve near johannesburg. the most serious estimate, that only 3% of poachers are successfully countered, is reported of zimbabwe, while nepal has largely avoided",rhinoceros
2410,"animal horns are used in traditional medicines in parts of asia, and for dagger handles in yemen and oman. hunting licenses for five namibian black rhinos are auctioned annually. the money goes to the government's game products trust fund.",rhinoceros
2411,"it is a common misconception that animal horn in powdered form is used as an aphrodisiac or a cure for cancer. in traditional chinese medicine (tcm), rhino horn is sometimes prescribed for fevers and convulsions.",rhinoceros
2412,"in 2011, the register of chinese herbal medicine issued a formal statement condemning the use of animal horn. a growing number of tcm educators are also speaking out against the practice. some tcm practitioners still believe that it is a life-saving medicine.",rhinoceros
2413,international trade in animal horn has been declared illegal by the convention on international trade in endangered species of wild fauna and flora (cites) since 1977. a proposal by swaziland to lift the international ban was rejected in october 2016. domestic sale of,rhinoceros
2414,"in march 2013, some researchers suggested that the only way to reduce poaching would be to establish a regulated trade based on humane and renewable harvesting from live rhinos. the wwf however opposes legalization of the horn trade, as it may increase demand. in certain areas, rhinos have been tranqu",rhinoceros
2415,"in 2011, the rhino rescue project began a horn-trade control method consisting of infusing the horns of living rhinos with a mixture of a pink dye and an acaricide. the procedure also includes inserting three rfid identification chips and taking dna samples. because of the fibrous",rhinoceros
2416,"the original idea grew out of research into the horn as a reservoir for one-time tick treatments. experts selected an acaricide they think is safe for the rhino, oxpeckers, vultures, and other animals in the preserve's ecosystem.",rhinoceros
2417,"save the rhino questions the feasibility of applying the technique to all african rhinos, since workers would have to reapply the acaricide every 4 years. one out of 150 rhinos treated did not survive the anesthesia.",rhinoceros
2418,"greek historian and geographer agatharchides (2nd century bc) mentions the animal in his book on the erythraean sea. albrecht dürer created a famous woodcut of a rhino in 1515, based on a written description",rhinoceros
2419,"there are legends about animales stamping out fire in burma, india, and malaysia. there are no recent confirmations of this phenomenon. this legend was depicted in the film the gods must be crazy (1980)",rhinoceros
2420,animal is any of five or six species of giant horn-bearing herbivores that include some of the largest living land mammals. only african and asian elephants are taller at the shoulder than the two largest rhinocero species.,rhinoceros
2421,"the total population of all animal species combined is probably fewer than 30,000. animales today are restricted to eastern and southern africa and to subtropical and tropical asia. all but one of the surviving species are endangered.",rhinoceros
2422,"modern rhinos are large animals, ranging from 25 metres (8 feet) long and 15 metres (5 feet) high at the shoulder in the sumatran animal. adults of larger species weigh 3–5 tons. animales are noted for their thick",rhinoceros
2423,the white animal lives in groups of up to 10 animals. in solitary species the home territory is crisscrossed with well-worn trails. how many cervical vertebrae do giraffes have? test your knowledge of mammals by taking this quiz.,rhinoceros
2424,"animales have poor eyesight but acute senses of hearing and smell. most prefer to avoid humans, but males, and females with calves, may charge with little provocation. the black animal (diceros bicornis) is normally ill-tem",rhinoceros
2425,"animales are by far the largest of the perissodactyls, an order of hoofed mammals that also includes the horses and zebras one of the features of very large body size in mammals is a low reproductive rate. in rhinocer",rhinoceros
2426,"the three asian species fight with their razor-sharp lower outer incisor teeth, not with their horns. in indian animales such teeth, or tusks, can reach 13 cm (5 inches) in length among dominant males. the african species, in contrast",rhinoceros
2427,"powdered animal horn has been a highly sought commodity in traditional chinese medicine. substitute agents have been found, particularly pig bone and water buffalo horn. rhino horn commands tens of thousands of dollars per kilogram in asian markets.",rhinoceros
2428,the largest land mammal ever to have lived was not an elephant but a perissodactyl. indricotherium was 6 metres (20 feet) long and could browse treetops like a giraffe.,rhinoceros
2429,"rhinos once roamed many places throughout europe, asia, and africa and were known to early europeans who depicted them in cave paintings. at the beginning of the 20th century, 500,000 rhinos roamed africa and asia. by 1970, rhino numbers dropped to 70,",rhinoceros
2430,"a small population of javan rhinos is found in only one national park on the northern tip of the indonesian island of java. successful conservation efforts have led to an increase in the number of greater one-horned (or indian) rhinos, from around 200 at the turn",rhinoceros
2431,"the only two remaining northern white rhino are kept under 24-hour guard in ol pejeta conservancy in kenya. black rhinos have doubled in number over the past two decades from their low point of fewer than 2,500 individuals. but total numbers are still a fraction of",rhinoceros
2432,"rhinos date back millions of years to the miocene era, but they are also mammals like us. there are two species of african rhinos, the white rhino and black rhino, and each is distinct in its own way. both rhinos have two horns.",rhinoceros
2433,"in the wild, the adult black or white rhino has no predators except for humans rhinos are hunted and killed for their horns. the major demand for rhino horn is in asia, where it is used in ornamental carvings and traditional medicine.",rhinoceros
2434,african wildlife foundation is working with other conservation organizations and governments to spread public awareness about the illegal rhino horn trade. their horns are not true horns; they are actually made of keratin. rhino horn is as effective at curing cancer as chewing on your fingernails.,rhinoceros
2435,"awf constructed nguila rhino sanctuary in tsavo east national park in kenya. awf provided funding to the sanctuary, ensured park staff had necessary equipment (vehicles, radio sets, etc), and created housing for rangers.",rhinoceros
2436,"in 2012, awf hosted a rhino summit to create a comprehensive plan to protect rhinos. the plan called for increasing surveillance on the ground, strengthening law enforcement, curbing demand and trade, and reaching out to influence policy makers.",rhinoceros
2437,"rhinos live in home ranges that can sometimes overlap with each other. their feeding grounds, wallows, and water holes may be shared. the black rhino is usually solitary, while the white rhino tends to be more social.",rhinoceros
2438,"the african rhino is divided into two species, the black rhino and the white rhino. white rhinos mainly live in south africa, but they have also been reintroduced to botswana, namibia, swaziland, and zimbabwe. southern white rhinos have been introduced",rhinoceros
2439,"animales are large, herbivorous mammals identified by their characteristic horned snouts. there are five species and 11 subspecies of rhino; some have two horns, while others have one. their horns are sometimes sold as trophies or decorations, but more often they",rhinoceros
2440,"poaching and loss of habitat have put all rhino species in danger of extinction. today, the group says, there are 29,000 rhinos in the wild. there are 5,055 black rhinos, fewer than 100 sumatran rhinos and only 35 to 44 j",rhinoceros
2441,"there are 3,333 greater one-horned rhinos in the world. the total population estimate in 2007 was 2,575 individuals, according to the iucn. the northern white rhino is considered ""extinct"" in the wild.",rhinoceros
2442,"there are now only two northern white rhinos left in the world, both living in captivity, according to the world wildlife fund. they live in the ol pejeta conservancy in kenya. on march 20, 2018, the conservancy announced the death of the last male northern white",rhinoceros
2443,"with natural breeding attempts nixed for the northern white rhinos, conservationists have turned to in vitro fertilization. ivf in these animales comes with its own set of challenges, including figuring out how to get immature eggs to develop outside of the female's body.",rhinoceros
2444,"rhino horns are made of keratin, which is also the key component of human hair and fingernails. ct scans have shown dense mineral deposits of calcium and melanin in the core of the horn. the calcium makes the horn stronger, and the melanin protects it from the",rhinoceros
2445,"black rhinos, white rhinos and sumatran rhinos have two horns. rhino horns tend to curve backward, toward the head. the outside of the horn is rather soft and can be worn down or sharpened.",rhinoceros
2446,"the largest rhino species is the white rhino, according to the san diego zoo. the greater one-horned rhino's horn is 8 to 24 inches (20 to 61 cm), and javan rhinos have a horn that is about 10 inches (25 cm) long",rhinoceros
2447,white rhinos and black rhinos live in the grasslands and floodplains of eastern and southern africa. greater one-horned rhinos can be found in the swamps and rain forests of northern india and southern nepal. sumatran and javan rhinos are found only,rhinoceros
2448,"animales are herbivores, which means they eat only vegetation. this is because their snouts are different shapes to accommodate different types of food. the black rhino eats trees or bushes because its long lips allow it to pick leaves and fruit from up high.",rhinoceros
2449,"every two and a half to five years, a female rhino will reproduce. female rhinos carry their young for a gestation period of 15 to 16 months. baby rhinos, which are called calves, are still quite big, at 88 to 140 lbs (40 to 64 kg)",rhinoceros
2450,fewer than 250 sumatran rhinos (dicerorhinus sumatrensis) are left in the wild. javan rhinos: animal unicornis (also called indian rhino),rhinoceros
2451,"black rhinos are not actually black, according to the international rhino foundation. they probably got that name from the dark, muddy soil they like to wallow in. poachers also value rhino horns for making ornamental dagger handles.",rhinoceros
2452,"jambiyas can be made from precious metal, buffalo hide or plastic. those made from rhino horn were considered the ""rolex"" version. the woolly rhino died out about 10,000 years ago.",rhinoceros
2453,"our planet is home to five species of animal. the black rhino and the white rhino live in africa. the sumatran, javan and indian (or greater one-horned) rhino inhabit the tropical forests and swamps of asia.",rhinoceros
2454,"the largest of the five species is the white rhino, which can grow to 18m tall and weigh a massive 2,500kg – that’s the weight of 30 men! despite their huge size and strength, these bulky beasts don’t prey on other animals for",rhinoceros
2455,"some species, particularly the white rhino, may live in a group, known as a ‘crash’ these crashes are usually made up of a female and her calves, although sometimes adult females (called cows) can be seen together, too.",rhinoceros
2456,"because of their huge bodies, strong horns and thick, armour-like skin, rhinos have no natural predators. when they feel threatened, they’re instinct is to charge directly at whatever has spooked them. the birds’ loud cries also help alert their big buddies of",rhinoceros
2457,cnn.com will feature ireporter photos in a weekly travel snapshots gallery. please submit your best shots of the u.s. for next week. visit cnn.com/travel next wednesday for a new gallery.,rhinoceros
2458,"animal                from wikipedia, the free encyclopedia.jump to navigationjump to search                ""bunny"" redirects here for other uses, see bunny (disambiguation) and animal (dis abbreviation) animal is a small european animal in the family leporidae.",rabbit
2459,"the european animal is familiar throughout the world as a wild prey animal and as a domesticated form of livestock and pet. sylvilagus includes 13 wild animal species, among them the seven types of cottontail.",rabbit
2460,male animals are called bucks; females are called does. an older term for an adult animal used until the 18th century is coney (derived ultimately from the latin cuniculus) animal once referred only to the young animals.,rabbit
2461,"animals and hares were formerly classified in the order rodentia (rodent) until 1912, when they were moved into a new order, lagomorpha (which also includes pikas) the word animal itself derives from the middle english rabet, a borrowing",rabbit
2462,"a small, round, dust-coloured animal with upright, close-set ears sat on the ground amidst dead branches. a model of a relatively large animal, with a slightly longer face and shorter, rounder ears, and fur patterned black and gold.",rabbit
2463,"a animal is a medium-sized animal with light brown fur ticked with grey, its ears large and upright. hares are precocial, born relatively mature and mobile with hair and good vision, while animals are altricial, born hairless and blind, and requiring closer care",rabbit
2464,"hares have not been domesticated, while descendants of the european animal are commonly bred as livestock and kept as pets. hares are generally larger than animals, with ears that are more elongated and with hind legs that are larger and longer.",rabbit
2465,"domestic animals in modern times range in size from dwarf to giant animal fur, prized for its softness, can be found in a broad range of coat colors and patterns. the earliest breeds were important sources of meat, and so became larger than wild animals.",rabbit
2466,"carl linnaeus originally grouped animals and rodents under the class glires; later, they were separated as the scientific consensus is that many of their similarities were a result of convergent evolution. recent dna analysis and the discovery of a common ancestor has supported the view that they do share a",rabbit
2467,"most wild animals (especially compared to hares) have relatively full, egg-shaped bodies. the soft coat of the wild animal is agouti in coloration (or, rarely, melanistic), which aids in camouflage. the tail of the animal (with the exception of the",rabbit
2468,"the anatomy of animals' hind limbs are structurally similar to that of other land mammals and contribute to their specialized form of locomotion. the bones of the hind limbs consist of long bones (the femur, tibia, fibula, and phalanges) as well as short",rabbit
2469,"animals stay just on their toes when moving; this is called digitigrade locomotion. this allows them to produce their hopping form of locomotion longer hind limbs are more capable of producing faster speeds. hares, which have longer legs than cottontail animals",rabbit
2470,"the hind limbs of a animal are an exaggerated feature. they are much longer than the forelimbs, providing more force. animals that generate less force, putting less stress on bones are more prone to osteoporosis due to bone rarefaction.",rabbit
2471,"the muscles of animal's hind limbs can be classified into four main categories: hamstrings, quadriceps, dorsiflexors, or plantar flexors. for example, hares have a greater resistance to fatigue than cottontails. some animals can adjust their ears to",rabbit
2472,"in the family leporidae, the ears are typically longer than they are wide. evolution has favored animals having shorter ears so the larger surface area does not cause them to lose heat in more temperate regions. the opposite can be seen in animals that live in hotter climates, mainly because",rabbit
2473,"the animal is characterized by its shorter ears while hares are characterized by their longer ears. animals' ears are an important structure to aid thermoregulation and detect predators due to how the outer, middle, and inner ear muscles coordinate with one another. it is theorized that",rabbit
2474,"the middle ear is filled with three bones called ossicles and is separated by the outer eardrum in the back of the animal's skull. the three ossicle are called hammer, anvil, and stirrup and act to decrease sound before it hits the inner ear.",rabbit
2475,thermoregulation is the process that an organism utilizes to maintain an optimal body temperature independent of external conditions. this process is carried out by the pinnae which takes up most of the animal's body surface and contain a vascular network and arteriovenous shunts. in a,rabbit
2476,"constriction and dilation of blood vessels in the ears are used to control the core body temperature of a animal. if the core temperature exceeds its optimal temperature greatly, blood flow is constricted to limit the amount of blood going through the vessels.",rabbit
2477,"the animal has the capability to stretch its pinnae which allows for greater surface area and increase heat dissipation. in cold winters, the animal does the opposite and folds its ears in order to decrease its surface area to the ambient air which would decrease their body temperature.",rabbit
2478,"the animal's nasal cavity lies dorsal to the oral cavity, and the two compartments are separated by the hard and soft palate. the nasal cavity itself is separated into a left and right side by a cartilage barrier, and it is covered in fine hairs that trap dust before it can",rabbit
2479,"the trachea is a long tube embedded with cartilaginous rings that prevent the tube from collapsing as air moves in and out of the lungs. the branching that is typically found in animal lungs is a clear example of monopodial branching, in which smaller branches divide out later",rabbit
2480,"animals lungs are divided into four lobes: the cranial, middle, caudal, and accessory lobes. the epiglottis functions to prevent the animal from aspirating on its food. the presence of a soft and hard palate allow the animal to breathe through",rabbit
2481,"animals are herbivores that feed by grazing on grass and other leafy plants. their diet contains large amounts of cellulose, which is hard to digest. animals solve this problem via a form of hindgut fermentation.",rabbit
2482,"animals graze heavily and rapidly for roughly the first half-hour of a grazing period. in this time, the animal will also excrete many hard fecal pellets, being waste pellets that will not be reingested. if the environment is relatively non-threatening, the",rabbit
2483,"hard pellets are made up of hay-like fragments of plant cuticle and stalk, being the final waste product after redigestion of soft pellets. these are only released outside the burrow and are not reingested. soft pellets are usually produced several hours after grazing, after",rabbit
2484,"cecotropes, sometimes called ""night feces"", are high in minerals, vitamins and proteins that are necessary to the animal's health. animals eat these to meet their nutritional requirements. the mucous coating allows the nutrients to pass through the acidic stomach for digestion in the intestines",rabbit
2485," soft feces form here and contain up to five times the vitamins of hard feces. after being excreted, they are eaten whole by the animal and redigested in a special part of the stomach. the pellets remain intact for up to six hours in the stomach; the bacteria within",rabbit
2486,"because animals cannot vomit, if buildup occurs within the intestines (due often to a diet with insufficient fibre),[38] intestinal blockage can occur. in an adult male animal, the sheath of the penis is cylinder-like and can be extruded as early as two months",rabbit
2487,"the adult female reproductive tract is bipartite, which prevents an embryo from translocating between uteri. the two uterine horns communicate to two cervixes and forms one vaginal canal. between 10 and 14 weeks, the testes descend and are able to retract into the pelvic cavity",rabbit
2488,the animal gestation period is short and ranges from 28 to 36 days with an average period of 31 days. a longer gestation period will generally yield a smaller litter while shorter gestation periods will give birth to a larger litter. the size of a single litter can range from four to 12 kits allowing,rabbit
2489,"animals may appear to be crepuscular, but their natural inclination is toward nocturnal activity. in 2011, the average sleep time of a animal in captivity was calculated at 84 hours per day. as with other prey animals, animals often sleep with their eyes open,",rabbit
2490,"among the parasites that infect animals are tapeworms (such as taenia serialis), external parasites (including fleas and mites), coccidia species, and toxoplasma gondii. domesticated animals with a diet lacking in high fiber sources,",rabbit
2491,"if confronted by a potential threat, a animal may freeze and observe then warn others in the warren with powerful thumps on the ground. the longest-lived animal on record, a domesticated european animal living in tasmania, died at age 18. the lifespan of wild animals is much",rabbit
2492,"more than half the world's animal population resides in north america. animals are native to southwestern europe, southeast asia, sumatra, some islands of japan, and in parts of africa and south america. they are not naturally found in most of eurasia.",rabbit
2493,"animals have been a source of environmental problems when introduced into the wild by humans. as a result of their appetites, and the rate at which they breed, feral animal depredation can be problematic for agriculture. gassing (fumigation of warrens),[",rabbit
2494,"in some areas, wild animals and hares are hunted for their meat, a lean source of high quality protein. in the wild, such hunting is accomplished with the aid of trained falcons, ferrets, or dogs, as well as with snares or other traps, and",rabbit
2495,wild leporids comprise a small portion of global animal-meat consumption. domesticated descendants of the european animal (oryctolagus cuniculus) account for the estimated 200 million tons of animal meat produced annually. approximately 12 billion animals are slaughtered each year for meat worldwide,rabbit
2496,"the largest producers of animal meat in 1994 were china, russia, italy, france, and spain. animal meat was once a common commodity in sydney, australia, but declined after the myxomatosis virus was intentionally introduced to control the exploding population of feral animals in the area.",rabbit
2497,"animal, any of 29 species of long-eared mammals belonging to the family leporidae, excluding hares (genus leporus) jackanimals, for instance, are actually hares, whereas the rockhares and the hispid hare are animals.",rabbit
2498,"in general, animals are smaller and have shorter ears than hares. they are born without fur and with closed eyes after a gestation period of 30–31 days. they prefer habitats composed of trees and shrubs, where they live in burrows dug into the soil.",rabbit
2499,"animals are ground dwellers that live in environments ranging from desert to tropical forest and wetland. their natural geographic range in the western hemisphere encompasses the middle latitudes. in the eastern hemisphere animals are found in europe, portions of central and southern africa, the indian subcontinent",rabbit
2500,"the long ears of animals are most likely an adaptation for detecting predators. in addition to their prominent ears, animals have long, powerful hind legs and a short tail. the smallest is the pygmy animal (brachylagus idahoensis), at only 20 cm (79 inches",rabbit
2501,"while the european animal is the best-known species, it is probably also the least typical. there is considerable variability in the natural history of animals. the fur is generally long and soft, and its colour ranges through shades of brown, gray, and buff.",rabbit
2502,"the european animal constructs the most extensive burrow systems, called warrens nonburrowing animals make surface nests called forms, generally under dense protective cover. the european animal occupies open landscapes such as fields, parks, and gardens, although it has colonized habitats from stony deserts to",rabbit
2503,"animals are active throughout the year; no species is known to hibernate animals are generally nocturnal, and they also are relatively silent. the only auditory signal known for most species is a loud foot thump made to indicate alarm or aggression.",rabbit
2504,"animals must consume plant material in large quantities to ensure proper nutrition, and thus they have large digestive tracts. their diet, consisting primarily of grasses and forbs, contains large amounts of cellulose, which is hard to digest. long hind limbs and a strengthened pelvic gird",rabbit
2505,"soft feces contain up to five times the vitamins of hard feces. after being excreted, they are eaten by the animal and redigested in a special part of the stomach. this double-digestion process enables animals to utilize nutrients that they may have missed during the first",rabbit
2506,"a combination of factors allows the high rates of reproduction commonly associated with animals. animals generally are able to breed at a young age. many regularly conceive litters of up to seven young, often doing so four or five times a year.",rabbit
2507,"both wild and domestic animals are of economic importance to people. animal meat, known for its delicate flavor, remains an important source of protein in many cultures. the timing of animal domestication is a matter of some debate.",rabbit
2508,the oldest historical record of animals being kept as livestock appears in the writings of roman author and satirist marcus terentius varro in the 1st century bce. fossil records and other evidence also suggest that animals were delivered on ships to several islands in the mediterranean.,rabbit
2509,a legend persists that european animals became domesticated about 600 ce after monks from southern france bred them for meat. the roman catholic church supposedly allowed the flesh of young animals to be consumed during lent. today there are more than 50 established strains of domestic animals.,rabbit
2510,"because of their frequent local abundance, animals (and hares) are important in many terrestrial food chains. they are preyed upon by a wide variety of mammals and birds that rely upon them as dietary staples. animals may also carry and transmit to humans diseases such as tularemia",rabbit
2511,"virus was introduced to the australian population during the early 1950s. although the initial wave of infection killed nearly all animals in australia (99 percent), subsequent waves proved to be less effective. ongoing research in australia continues to seek biological solutions.",rabbit
2512,"the best-known and most-recognizable of the 28 animal species are the european animal and the 16 or so species of north and south american cottontails. the european animal originally occupied the iberian peninsula and northwestern africa, but it was widely introduced throughout western europe 2",rabbit
2513,"the volcano animal, or zacatuche, inhabits dense undergrowth of bunchgrass in pine forests in the high mountains surrounding mexico city. the pygmy animal (brachylagus idahoensis) occupies mature sagebrush habitat throughout the northern great basin of the western",rabbit
2514,"the riverine animal (bunolagus monticularis) is endemic to the karoo region of south africa, where it inhabits dense vegetation along seasonal rivers. the amami animal lives only in forests on two small islands (amami and tokunoshima) of southern",rabbit
2515,the sumatran animal (nesolagus netscheri) is known to live in the island’s southwestern montane forests. the family leporidae (animals and hares) has been relatively unchanged since the eocene epoch about 40 million years ago,rabbit
2516,"the family leporidae is clearly separable from the family ochotonidae (the pikas), the only other family in the order lagomorpha. animals and hares have a more arched skull correlated with development of bounding locomotion.",rabbit
2517,pronolagus (rockhares) is an african animal species. nesolagus is astriped animal. brachylagus (pygmy animal) is a animal of the united states.,rabbit
2518,"animals are small mammals with fluffy, short tails, whiskers and distinctive long ears. there are more than 30 species around the world. some animals are about the size of a cat, and some can grow to be as big as a small child.",rabbit
2519,"according to dr lianne mcleod, a veterinarian, the largest animal breeds are the checkered giant, flemish giant, giant papillon and giant chinchilla. larger species grow to 20 inches (50 cm) and more than 10 lbs (45 kilograms)",rabbit
2520,animals are known for their insatiable reproductive habits for good reason. they breed three to four times each year. only 15 percent of baby animals make it to their first birthday.,rabbit
2521,"animals are herbivores. this means that they have a plant-based diet and do not eat meat. their diets include grasses, clover and some cruciferous plants, such as broccoli and brussels sprouts.",rabbit
2522,"while originally from europe and africa, animals are now found all over the world. they occupy most of the world’s land masses, except for southern south america, the west indies, madagascar, and most islands southeast of asia.",rabbit
2523,animals are very social creatures and live in large groups called colonies. the busiest time of day for animals is at dusk and dawn when they venture out to find food. warrens can be as deep as 984 feet (3 meters) underground.,rabbit
2524,"this is the taxonomy of animals, according to adw, the international union for conservation of nature (iucn) and the integrated taxonomic information system (itis) there are more than 50 species of animals.",rabbit
2525,"the domestic or european animal is considered within near threatened range by the iucn found all over the world, scientists think most populations are descendants of domestic animals that were released in the wild. the decline is attributed to habitat loss, disease and hunting.",rabbit
2526,"a rare, elusive sumatran striped animal is caught by an automated camera. the species lives only on the island of sumatra, indonesia, at altitudes between 600 and 1,600 m (1,969 and 5,249 feet)",rabbit
2527,"several species of cottontail animals (genus silvilagus) are listed as near threatened, threatened, vulnerable, endangered and critically endangered. there are only about 5,000 individuals alive on amami island and 400 on tokuno island.",rabbit
2528,fewer individuals were observed in 2008 compared to studies in 1995 and 1996. a cottontail animal will run in a zigzag pattern and reach speeds of up to 18 mph (29 km/h) their ears can grow to 4 inches (10 cm),rabbit
2529,animals don't get a lot of nourishment from their diet. they often eat their own excrement to access any remaining nourishment. extra body heat is released through blood vessels in the ear.,rabbit
2530,"animal facts: a baby animal is called a kit, a female is a doe and a male is a buck. animals are very social creatures that live in groups. they live in warrens — a series of tunnels and rooms that they dig underground.",rabbit
2531,"a animal’s best feature? their long ears! growing up to 10 centimetres in length, animals can turn their ears by 180 degrees. this helps them to keep a close watch for predators while they’re going about their business. carrots aren’t a",rabbit
2532,cnn.com will feature ireporter photos in a weekly travel snapshots gallery. please submit your best shots of new zealand for next week. visit cnn.com/travel next wednesday for a new gallery of snapshots.,rabbit
2533,"there are over 45 million animals in the uk alone! there are more than 50 different species of animal. there are over 50 different animal species in the world, including 45 different species in uk alone.",rabbit
